usia,jenis_kelamin,pekerjaan,durasi_tidur_menit,sering_terbangun_malam,mimpi_buruk,screen_sebelum_tidur,minum_kopi_hari_ini,merokok,konsumsi_alkohol,jam_kerja_menit,tingkat_beban_kerja,deadline_hari_ini,lembur,waktu_outdoor,aktivitas_hobi,suasana_hati,tingkat_kecemasan,tingkat_energi,konsentrasi,interaksi_sosial,konflik_interpersonal,merasa_kesepian,support_sistem,meditasi,stress_level
26,Perempuan,Mahasiswa,424.0,Tidak,Tidak,66.0,Ya,Tidak,Tidak,365.0,3,Ya,Tidak,62.0,Ya,Campur,2.5,3,5,3,Ya,Tidak,3,Tidak,2
50,Perempuan,Karyawan,341.0,Ya,Tidak,99.0,Ya,Tidak,Tidak,592.0,4,Ya,Ya,3.0,Tidak,Negatif,3.8,3,2,3,Tidak,Tidak,1,Tidak,3
29,Laki-laki,Mahasiswa,600.0,Tidak,Tidak,11.0,Tidak,Tidak,Tidak,365.0,2,Tidak,Tidak,99.0,Ya,Campur,1.1,5,5,3,Tidak,Tidak,5,Tidak,1
21,Perempuan,Karyawan,466.0,Tidak,Ya,60.0,Tidak,Tidak,Tidak,432.0,2,Tidak,Tidak,132.0,Ya,Positif,2.2,4,4,5,Tidak,Tidak,4,Tidak,1
44,Laki-laki,Wirausaha,350.0,Ya,Ya,86.0,Ya,Tidak,Tidak,439.0,3,Ya,Tidak,41.0,Ya,Negatif,3.1,4,3,5,Ya,Ya,3,Tidak,2
25,Perempuan,Mahasiswa,418.0,Ya,Ya,0.0,Ya,Ya,Ya,389.0,1,Tidak,Tidak,52.0,Ya,Positif,1.9,5,4,4,Tidak,Tidak,5,Ya,1
44,Laki-laki,Karyawan,387.0,Tidak,Ya,79.0,Tidak,Ya,Tidak,479.0,3,Tidak,Tidak,38.0,Ya,Positif,3.3,3,3,4,Tidak,Ya,3,Tidak,2
19,Laki-laki,Mahasiswa,445.0,Tidak,Tidak,59.0,Tidak,Tidak,Tidak,523.0,2,Tidak,Ya,37.0,Ya,Netral,2.7,3,2,3,Tidak,Tidak,3,Tidak,2
28,Laki-laki,Mahasiswa,488.0,Ya,Tidak,78.0,Ya,Tidak,Tidak,392.0,2,Tidak,Tidak,106.0,Ya,Positif,3.4,4,3,2,Tidak,Tidak,2,Tidak,2
43,Perempuan,Wirausaha,521.0,Ya,Ya,42.0,Ya,Ya,Tidak,518.0,1,Tidak,Tidak,0.0,Tidak,Negatif,2.9,3,3,3,Tidak,Ya,4,Ya,2
44,Perempuan,Karyawan,429.0,Ya,Tidak,67.0,Tidak,Tidak,Tidak,506.0,4,Tidak,Tidak,75.0,Ya,Negatif,2.5,3,4,4,Tidak,Tidak,2,Tidak,2
37,Laki-laki,Freelancer,270.0,Ya,Ya,90.0,Ya,Tidak,Tidak,498.0,5,Ya,Ya,0.0,Tidak,Negatif,3.8,1,2,2,Ya,Ya,1,Tidak,3
44,Perempuan,Dokter,365.0,Ya,Ya,104.0,Ya,Ya,Tidak,562.0,4,Tidak,Tidak,21.0,Tidak,Negatif,3.8,1,2,2,Ya,Tidak,2,Tidak,3
48,Laki-laki,Mahasiswa,413.0,Ya,Tidak,57.0,Tidak,Tidak,Tidak,469.0,4,Ya,Ya,30.0,Tidak,Negatif,1.9,4,3,3,Tidak,Tidak,3,Ya,2
23,Perempuan,Karyawan,276.0,Tidak,Ya,87.0,Ya,Ya,Tidak,534.0,4,Ya,Tidak,0.0,Tidak,Netral,3.6,2,3,2,Ya,Tidak,2,Tidak,3
47,Perempuan,Freelancer,397.0,Ya,Tidak,98.0,Ya,Ya,Tidak,567.0,4,Tidak,Tidak,14.0,Tidak,Negatif,4.6,2,2,1,Ya,Ya,2,Tidak,3
33,Laki-laki,Guru,472.0,Tidak,Tidak,66.0,Tidak,Tidak,Tidak,514.0,3,Tidak,Ya,53.0,Tidak,Netral,2.6,2,3,3,Tidak,Tidak,3,Tidak,2
43,Perempuan,Guru,502.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,519.0,3,Tidak,Tidak,15.0,Tidak,Netral,2.4,5,3,4,Tidak,Ya,4,Tidak,2
47,Perempuan,Karyawan,418.0,Ya,Tidak,95.0,Tidak,Ya,Ya,614.0,5,Ya,Tidak,30.0,Tidak,Campur,4.7,2,1,2,Ya,Ya,2,Tidak,3
44,Perempuan,Guru,321.0,Tidak,Tidak,24.0,Ya,Tidak,Tidak,553.0,3,Ya,Ya,42.0,Ya,Negatif,2.5,4,3,3,Tidak,Tidak,3,Ya,2
31,Perempuan,Karyawan,602.0,Tidak,Tidak,6.0,Tidak,Tidak,Tidak,369.0,2,Tidak,Tidak,68.0,Ya,Positif,1.3,4,4,4,Tidak,Tidak,3,Tidak,1
47,Laki-laki,Karyawan,256.0,Tidak,Ya,96.0,Ya,Ya,Ya,678.0,4,Tidak,Ya,21.0,Tidak,Netral,4.2,2,1,2,Tidak,Ya,2,Tidak,3
29,Perempuan,Dokter,437.0,Tidak,Ya,40.0,Tidak,Tidak,Tidak,365.0,1,Tidak,Tidak,76.0,Ya,Positif,1.6,4,4,4,Tidak,Tidak,5,Tidak,1
30,Laki-laki,Karyawan,309.0,Ya,Ya,56.0,Ya,Tidak,Tidak,614.0,4,Ya,Tidak,13.0,Tidak,Campur,4.4,1,3,2,Ya,Tidak,2,Tidak,3
23,Laki-laki,Mahasiswa,376.0,Tidak,Ya,61.0,Ya,Tidak,Tidak,536.0,4,Ya,Ya,20.0,Tidak,Negatif,4.8,2,2,3,Tidak,Ya,2,Tidak,3
19,Perempuan,Mahasiswa,322.0,Tidak,Ya,75.0,Ya,Tidak,Tidak,557.0,4,Ya,Ya,7.0,Tidak,Negatif,3.8,1,3,3,Tidak,Tidak,2,Tidak,3
32,Perempuan,Karyawan,418.0,Tidak,Tidak,55.0,Ya,Tidak,Tidak,307.0,1,Tidak,Tidak,137.0,Ya,Netral,2.5,5,3,4,Tidak,Tidak,4,Tidak,1
23,Perempuan,Guru,352.0,Tidak,Tidak,26.0,Tidak,Ya,Ya,495.0,3,Ya,Tidak,40.0,Ya,Positif,2.4,3,4,3,Tidak,Tidak,3,Tidak,2
42,Perempuan,Mahasiswa,406.0,Ya,Ya,42.0,Ya,Tidak,Tidak,484.0,3,Tidak,Ya,30.0,Ya,Negatif,3.2,2,3,3,Tidak,Ya,4,Tidak,2
32,Perempuan,Wirausaha,474.0,Ya,Ya,62.0,Ya,Ya,Tidak,505.0,4,Tidak,Tidak,16.0,Ya,Negatif,2.5,2,3,4,Tidak,Ya,3,Tidak,2
23,Perempuan,Irt,557.0,Tidak,Tidak,51.0,Ya,Tidak,Tidak,421.0,2,Tidak,Tidak,85.0,Ya,Negatif,2.0,5,4,4,Tidak,Tidak,4,Tidak,1
36,Laki-laki,Freelancer,468.0,Ya,Tidak,19.0,Ya,Tidak,Tidak,427.0,3,Tidak,Ya,15.0,Tidak,Campur,2.1,2,4,3,Ya,Tidak,3,Tidak,2
35,Laki-laki,Karyawan,448.0,Ya,Tidak,21.0,Tidak,Ya,Tidak,526.0,3,Tidak,Tidak,34.0,Ya,Netral,3.5,3,4,3,Tidak,Tidak,3,Tidak,2
48,Perempuan,Mahasiswa,451.0,Ya,Tidak,31.0,Ya,Tidak,Tidak,366.0,2,Ya,Ya,33.0,Ya,Campur,1.1,4,4,3,Ya,Tidak,4,Ya,1
23,Perempuan,Karyawan,372.0,Tidak,Tidak,70.0,Tidak,Tidak,Ya,526.0,3,Tidak,Tidak,64.0,Tidak,Negatif,2.8,3,2,2,Tidak,Ya,2,Tidak,2
44,Laki-laki,Dokter,386.0,Tidak,Ya,95.0,Ya,Tidak,Tidak,519.0,4,Ya,Tidak,0.0,Tidak,Netral,4.8,2,3,2,Tidak,Ya,1,Tidak,3
34,Laki-laki,Freelancer,345.0,Ya,Ya,98.0,Ya,Tidak,Ya,531.0,4,Ya,Tidak,0.0,Tidak,Negatif,4.2,2,2,2,Ya,Tidak,2,Tidak,3
25,Laki-laki,Guru,287.0,Ya,Tidak,118.0,Ya,Ya,Tidak,648.0,4,Ya,Tidak,41.0,Tidak,Negatif,4.7,2,1,2,Ya,Ya,3,Tidak,3
34,Laki-laki,Karyawan,473.0,Tidak,Tidak,44.0,Ya,Tidak,Ya,433.0,3,Tidak,Tidak,61.0,Ya,Campur,3.0,3,3,2,Tidak,Tidak,4,Tidak,2
38,Perempuan,Karyawan,305.0,Ya,Tidak,108.0,Tidak,Ya,Tidak,593.0,5,Ya,Ya,26.0,Tidak,Campur,4.6,1,1,2,Ya,Tidak,2,Tidak,3
33,Laki-laki,Karyawan,424.0,Ya,Ya,92.0,Ya,Tidak,Tidak,610.0,4,Ya,Ya,1.0,Tidak,Campur,3.8,2,2,1,Ya,Ya,1,Tidak,3
32,Perempuan,Karyawan,461.0,Tidak,Tidak,13.0,Ya,Tidak,Tidak,479.0,1,Tidak,Tidak,29.0,Tidak,Positif,1.6,4,4,3,Tidak,Tidak,5,Ya,1
22,Perempuan,Guru,451.0,Tidak,Tidak,4.0,Ya,Tidak,Tidak,278.0,2,Tidak,Tidak,116.0,Ya,Positif,1.0,5,4,4,Tidak,Tidak,4,Ya,1
26,Perempuan,Freelancer,385.0,Ya,Ya,43.0,Ya,Tidak,Ya,479.0,3,Tidak,Tidak,8.0,Tidak,Campur,2.8,3,4,3,Tidak,Tidak,4,Tidak,2
38,Perempuan,Dokter,402.0,Ya,Tidak,90.0,Tidak,Tidak,Tidak,435.0,2,Ya,Ya,47.0,Ya,Netral,2.9,3,3,3,Tidak,Tidak,4,Tidak,2
32,Perempuan,Freelancer,457.0,Tidak,Tidak,42.0,Ya,Tidak,Tidak,509.0,4,Tidak,Tidak,0.0,Ya,Netral,3.0,3,3,3,Tidak,Tidak,3,Tidak,2
24,Perempuan,Guru,412.0,Tidak,Tidak,61.0,Ya,Tidak,Tidak,508.0,3,Tidak,Tidak,52.0,Tidak,Campur,3.6,3,3,3,Tidak,Ya,2,Tidak,2
35,Laki-laki,Mahasiswa,437.0,Ya,Tidak,116.0,Ya,Tidak,Tidak,603.0,5,Ya,Ya,0.0,Tidak,Campur,5.0,3,1,2,Tidak,Ya,2,Tidak,3
28,Laki-laki,Karyawan,415.0,Tidak,Tidak,55.0,Tidak,Tidak,Tidak,444.0,3,Tidak,Tidak,41.0,Tidak,Campur,2.1,2,3,3,Tidak,Tidak,2,Ya,2
33,Laki-laki,Irt,428.0,Ya,Tidak,0.0,Tidak,Tidak,Tidak,369.0,2,Ya,Tidak,83.0,Tidak,Campur,1.7,4,4,4,Tidak,Tidak,5,Tidak,1
46,Perempuan,Freelancer,353.0,Ya,Ya,46.0,Tidak,Tidak,Tidak,555.0,5,Ya,Ya,11.0,Tidak,Negatif,4.1,1,3,2,Ya,Ya,1,Tidak,3
31,Laki-laki,Mahasiswa,605.0,Tidak,Tidak,38.0,Tidak,Tidak,Tidak,338.0,3,Tidak,Ya,77.0,Ya,Campur,1.5,3,3,4,Tidak,Tidak,4,Ya,1
49,Laki-laki,Guru,339.0,Tidak,Ya,103.0,Ya,Ya,Ya,585.0,4,Ya,Ya,0.0,Ya,Negatif,4.3,2,1,2,Ya,Ya,3,Tidak,3
29,Laki-laki,Karyawan,418.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,335.0,2,Tidak,Tidak,130.0,Ya,Positif,2.2,4,3,4,Tidak,Tidak,4,Tidak,1
27,Perempuan,Karyawan,288.0,Ya,Ya,133.0,Ya,Ya,Ya,593.0,4,Ya,Ya,12.0,Ya,Campur,3.7,3,2,3,Tidak,Tidak,1,Tidak,3
28,Laki-laki,Irt,510.0,Tidak,Tidak,13.0,Tidak,Tidak,Tidak,427.0,1,Tidak,Tidak,83.0,Ya,Positif,1.5,5,5,4,Tidak,Tidak,5,Ya,1
47,Perempuan,Mahasiswa,377.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,398.0,1,Tidak,Tidak,87.0,Tidak,Positif,1.4,4,5,4,Tidak,Tidak,3,Ya,1
49,Perempuan,Freelancer,587.0,Tidak,Tidak,8.0,Tidak,Tidak,Tidak,320.0,1,Tidak,Tidak,103.0,Tidak,Netral,1.5,5,4,4,Ya,Tidak,4,Tidak,1
35,Laki-laki,Guru,316.0,Ya,Ya,56.0,Ya,Tidak,Tidak,553.0,5,Ya,Tidak,36.0,Tidak,Negatif,4.0,2,2,2,Ya,Tidak,2,Tidak,3
45,Laki-laki,Karyawan,226.0,Ya,Ya,103.0,Ya,Ya,Ya,645.0,5,Ya,Ya,26.0,Ya,Campur,3.8,2,2,3,Tidak,Ya,2,Tidak,3
38,Laki-laki,Dokter,568.0,Ya,Tidak,89.0,Ya,Ya,Ya,475.0,3,Ya,Ya,19.0,Tidak,Negatif,2.6,2,3,2,Ya,Ya,3,Ya,2
22,Perempuan,Karyawan,428.0,Ya,Tidak,90.0,Tidak,Tidak,Tidak,651.0,5,Ya,Ya,58.0,Tidak,Negatif,4.6,3,1,2,Ya,Tidak,2,Tidak,3
38,Perempuan,Dokter,385.0,Tidak,Ya,76.0,Tidak,Tidak,Tidak,468.0,3,Ya,Tidak,71.0,Tidak,Positif,3.2,2,3,3,Ya,Ya,2,Tidak,2
22,Laki-laki,Wirausaha,366.0,Tidak,Ya,39.0,Tidak,Tidak,Tidak,488.0,3,Tidak,Ya,43.0,Tidak,Netral,3.4,5,3,3,Tidak,Tidak,3,Tidak,2
20,Laki-laki,Wirausaha,334.0,Ya,Ya,70.0,Tidak,Tidak,Tidak,538.0,4,Ya,Tidak,39.0,Tidak,Negatif,5.0,2,2,2,Ya,Ya,1,Tidak,3
41,Laki-laki,Mahasiswa,418.0,Tidak,Ya,56.0,Tidak,Tidak,Tidak,265.0,1,Tidak,Tidak,85.0,Ya,Positif,1.7,4,4,4,Tidak,Tidak,4,Tidak,1
26,Laki-laki,Guru,421.0,Tidak,Ya,57.0,Tidak,Tidak,Tidak,452.0,2,Tidak,Tidak,89.0,Tidak,Campur,2.6,3,3,4,Ya,Tidak,3,Ya,2
36,Perempuan,Irt,255.0,Ya,Ya,56.0,Ya,Ya,Tidak,599.0,4,Ya,Ya,12.0,Ya,Negatif,4.2,1,2,2,Tidak,Ya,1,Ya,3
30,Laki-laki,Wirausaha,418.0,Ya,Ya,56.0,Ya,Ya,Tidak,564.0,4,Ya,Tidak,28.0,Tidak,Negatif,3.7,3,2,1,Ya,Tidak,2,Tidak,3
39,Laki-laki,Freelancer,370.0,Ya,Tidak,72.0,Ya,Ya,Tidak,582.0,3,Ya,Ya,22.0,Ya,Negatif,4.0,2,3,3,Ya,Tidak,2,Tidak,3
22,Laki-laki,Guru,418.0,Ya,Tidak,105.0,Tidak,Tidak,Tidak,540.0,4,Ya,Tidak,52.0,Tidak,Negatif,3.9,1,2,2,Ya,Ya,3,Tidak,3
40,Laki-laki,Mahasiswa,448.0,Tidak,Tidak,10.0,Tidak,Tidak,Tidak,287.0,1,Tidak,Tidak,105.0,Tidak,Negatif,1.1,4,4,4,Tidak,Tidak,4,Tidak,1
40,Perempuan,Karyawan,330.0,Ya,Tidak,56.0,Ya,Tidak,Tidak,621.0,4,Ya,Ya,21.0,Tidak,Negatif,5.0,2,1,2,Ya,Ya,2,Tidak,3
47,Laki-laki,Guru,411.0,Tidak,Ya,61.0,Tidak,Tidak,Ya,391.0,2,Tidak,Tidak,82.0,Tidak,Negatif,3.0,2,3,3,Tidak,Tidak,4,Tidak,2
37,Perempuan,Wirausaha,418.0,Tidak,Ya,68.0,Ya,Tidak,Ya,714.0,4,Ya,Ya,25.0,Ya,Negatif,4.6,2,3,2,Tidak,Tidak,2,Tidak,3
41,Perempuan,Dokter,486.0,Tidak,Tidak,71.0,Ya,Ya,Tidak,441.0,3,Tidak,Tidak,26.0,Tidak,Negatif,2.4,3,3,3,Tidak,Tidak,3,Tidak,2
44,Laki-laki,Mahasiswa,443.0,Tidak,Ya,62.0,Ya,Tidak,Tidak,430.0,4,Ya,Tidak,11.0,Tidak,Campur,2.8,3,4,3,Tidak,Ya,3,Tidak,2
50,Laki-laki,Karyawan,485.0,Tidak,Tidak,90.0,Ya,Tidak,Ya,535.0,3,Tidak,Tidak,64.0,Ya,Campur,2.4,4,3,3,Tidak,Tidak,3,Tidak,2
35,Laki-laki,Karyawan,518.0,Tidak,Tidak,53.0,Tidak,Tidak,Tidak,410.0,2,Tidak,Tidak,42.0,Ya,Positif,1.2,4,4,5,Tidak,Ya,4,Ya,1
48,Laki-laki,Dokter,418.0,Tidak,Tidak,55.0,Tidak,Tidak,Tidak,348.0,2,Tidak,Tidak,121.0,Ya,Positif,1.5,4,3,4,Tidak,Tidak,5,Tidak,1
49,Perempuan,Karyawan,343.0,Ya,Ya,49.0,Ya,Ya,Tidak,683.0,4,Ya,Tidak,49.0,Ya,Negatif,3.2,2,1,1,Ya,Tidak,2,Tidak,3
40,Laki-laki,Karyawan,309.0,Ya,Ya,69.0,Ya,Ya,Tidak,657.0,4,Ya,Ya,14.0,Tidak,Campur,3.6,3,1,1,Ya,Ya,2,Tidak,3
41,Laki-laki,Mahasiswa,559.0,Tidak,Tidak,64.0,Ya,Tidak,Tidak,429.0,2,Tidak,Tidak,137.0,Ya,Positif,2.0,4,5,5,Ya,Tidak,4,Ya,1
41,Perempuan,Dokter,299.0,Ya,Tidak,108.0,Tidak,Tidak,Tidak,528.0,4,Ya,Ya,0.0,Ya,Netral,3.8,1,2,2,Ya,Ya,2,Tidak,3
43,Laki-laki,Karyawan,441.0,Tidak,Ya,48.0,Tidak,Tidak,Tidak,437.0,3,Tidak,Tidak,59.0,Ya,Campur,2.9,5,3,3,Tidak,Ya,3,Ya,2
36,Perempuan,Freelancer,382.0,Ya,Tidak,103.0,Tidak,Tidak,Tidak,418.0,4,Tidak,Ya,47.0,Tidak,Netral,3.0,3,5,3,Tidak,Tidak,3,Ya,2
22,Perempuan,Freelancer,393.0,Ya,Ya,0.0,Tidak,Ya,Tidak,335.0,1,Tidak,Tidak,85.0,Ya,Campur,1.5,5,4,5,Tidak,Tidak,4,Tidak,1
24,Perempuan,Mahasiswa,345.0,Ya,Ya,86.0,Ya,Ya,Tidak,644.0,4,Ya,Tidak,35.0,Tidak,Campur,3.3,3,2,2,Tidak,Tidak,1,Tidak,3
22,Perempuan,Karyawan,358.0,Ya,Ya,90.0,Ya,Tidak,Tidak,694.0,4,Tidak,Tidak,29.0,Ya,Negatif,4.6,2,2,2,Tidak,Ya,2,Tidak,3
40,Perempuan,Karyawan,482.0,Tidak,Tidak,51.0,Tidak,Tidak,Tidak,520.0,3,Ya,Ya,52.0,Tidak,Negatif,3.3,3,4,2,Tidak,Tidak,3,Tidak,2
28,Perempuan,Mahasiswa,463.0,Ya,Ya,63.0,Ya,Tidak,Tidak,411.0,2,Ya,Tidak,32.0,Ya,Netral,2.4,3,3,3,Tidak,Tidak,2,Ya,2
48,Perempuan,Wirausaha,418.0,Tidak,Tidak,40.0,Ya,Ya,Tidak,339.0,3,Tidak,Tidak,108.0,Ya,Campur,1.1,5,4,4,Tidak,Tidak,4,Ya,1
46,Perempuan,Mahasiswa,418.0,Tidak,Tidak,63.0,Tidak,Tidak,Tidak,479.0,3,Tidak,Tidak,37.0,Tidak,Positif,2.0,3,4,3,Ya,Tidak,3,Tidak,2
32,Laki-laki,Irt,426.0,Tidak,Tidak,46.0,Tidak,Tidak,Tidak,276.0,2,Ya,Tidak,120.0,Tidak,Netral,2.1,4,5,4,Tidak,Tidak,3,Tidak,1
20,Laki-laki,Mahasiswa,441.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,402.0,2,Tidak,Ya,87.0,Ya,Negatif,1.7,5,5,4,Tidak,Tidak,4,Tidak,1
43,Perempuan,Guru,438.0,Tidak,Tidak,59.0,Ya,Tidak,Tidak,479.0,2,Tidak,Ya,27.0,Tidak,Netral,2.1,2,1,3,Ya,Tidak,2,Tidak,2
50,Laki-laki,Freelancer,371.0,Tidak,Tidak,109.0,Tidak,Ya,Tidak,586.0,4,Ya,Tidak,0.0,Tidak,Negatif,3.8,2,3,1,Ya,Ya,1,Tidak,3
31,Perempuan,Karyawan,325.0,Tidak,Ya,59.0,Ya,Ya,Tidak,530.0,3,Ya,Tidak,72.0,Tidak,Negatif,2.4,4,3,3,Tidak,Tidak,3,Tidak,2
29,Laki-laki,Mahasiswa,509.0,Tidak,Tidak,12.0,Tidak,Tidak,Tidak,367.0,2,Tidak,Tidak,100.0,Tidak,Positif,1.2,5,3,4,Tidak,Tidak,3,Ya,1
39,Perempuan,Karyawan,438.0,Tidak,Tidak,80.0,Tidak,Tidak,Tidak,608.0,3,Tidak,Ya,68.0,Tidak,Negatif,3.2,3,3,3,Ya,Ya,3,Ya,2
48,Perempuan,Guru,272.0,Ya,Tidak,108.0,Ya,Ya,Ya,576.0,4,Ya,Ya,11.0,Tidak,Negatif,4.6,2,3,1,Tidak,Tidak,2,Tidak,3
22,Laki-laki,Karyawan,332.0,Ya,Ya,86.0,Ya,Tidak,Tidak,559.0,5,Ya,Ya,17.0,Ya,Campur,3.8,1,1,2,Tidak,Ya,2,Tidak,3
29,Perempuan,Mahasiswa,276.0,Ya,Ya,56.0,Ya,Ya,Tidak,573.0,5,Tidak,Ya,22.0,Tidak,Negatif,3.2,2,2,2,Ya,Ya,3,Tidak,3
26,Laki-laki,Mahasiswa,310.0,Tidak,Tidak,65.0,Ya,Tidak,Tidak,358.0,2,Ya,Ya,71.0,Ya,Campur,3.1,3,2,2,Tidak,Tidak,3,Ya,2
38,Perempuan,Mahasiswa,402.0,Tidak,Ya,72.0,Tidak,Tidak,Tidak,498.0,5,Ya,Ya,24.0,Tidak,Negatif,4.2,3,3,2,Tidak,Ya,2,Tidak,3
47,Perempuan,Mahasiswa,418.0,Tidak,Tidak,56.0,Ya,Tidak,Tidak,321.0,2,Tidak,Ya,67.0,Ya,Positif,1.4,4,4,5,Tidak,Tidak,4,Ya,1
38,Laki-laki,Karyawan,409.0,Ya,Tidak,44.0,Ya,Tidak,Ya,433.0,3,Tidak,Ya,57.0,Tidak,Negatif,2.6,3,3,3,Tidak,Tidak,4,Ya,2
28,Laki-laki,Mahasiswa,447.0,Ya,Tidak,40.0,Ya,Ya,Tidak,515.0,2,Ya,Tidak,100.0,Ya,Negatif,3.1,4,1,3,Tidak,Ya,2,Tidak,2
28,Laki-laki,Mahasiswa,353.0,Tidak,Tidak,16.0,Ya,Tidak,Ya,520.0,2,Ya,Tidak,38.0,Tidak,Negatif,1.7,3,4,3,Tidak,Ya,4,Tidak,2
21,Perempuan,Karyawan,392.0,Ya,Tidak,93.0,Tidak,Tidak,Tidak,508.0,5,Ya,Tidak,0.0,Tidak,Campur,4.1,2,2,1,Ya,Tidak,2,Tidak,3
47,Perempuan,Dokter,350.0,Tidak,Ya,76.0,Tidak,Ya,Tidak,593.0,5,Ya,Ya,17.0,Tidak,Negatif,5.0,3,1,1,Ya,Ya,2,Tidak,3
32,Laki-laki,Karyawan,415.0,Ya,Tidak,18.0,Tidak,Tidak,Tidak,369.0,1,Ya,Tidak,52.0,Tidak,Campur,1.2,4,4,3,Ya,Tidak,5,Ya,1
29,Laki-laki,Guru,509.0,Tidak,Tidak,24.0,Tidak,Tidak,Tidak,510.0,1,Tidak,Tidak,79.0,Tidak,Positif,1.1,4,4,5,Tidak,Tidak,5,Ya,1
37,Laki-laki,Karyawan,443.0,Ya,Ya,28.0,Tidak,Ya,Tidak,479.0,2,Tidak,Tidak,85.0,Ya,Campur,2.6,3,5,3,Ya,Tidak,3,Tidak,2
22,Laki-laki,Mahasiswa,460.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,461.0,2,Ya,Tidak,63.0,Tidak,Positif,2.2,4,4,4,Tidak,Tidak,4,Tidak,1
43,Perempuan,Karyawan,329.0,Tidak,Ya,30.0,Ya,Tidak,Tidak,585.0,3,Ya,Tidak,22.0,Tidak,Netral,3.6,3,3,3,Tidak,Tidak,3,Ya,2
34,Laki-laki,Guru,311.0,Ya,Ya,62.0,Ya,Tidak,Ya,667.0,4,Ya,Ya,0.0,Tidak,Negatif,4.3,1,3,1,Ya,Ya,3,Tidak,3
47,Laki-laki,Karyawan,408.0,Ya,Tidak,56.0,Ya,Tidak,Tidak,538.0,4,Ya,Tidak,20.0,Tidak,Negatif,3.6,1,2,1,Ya,Ya,1,Tidak,3
42,Perempuan,Karyawan,461.0,Ya,Ya,58.0,Tidak,Ya,Tidak,457.0,3,Ya,Tidak,3.0,Ya,Campur,2.7,3,3,3,Ya,Tidak,3,Tidak,2
38,Perempuan,Karyawan,359.0,Ya,Tidak,107.0,Tidak,Ya,Tidak,651.0,4,Ya,Tidak,4.0,Tidak,Netral,4.1,1,2,2,Tidak,Tidak,2,Tidak,3
39,Perempuan,Karyawan,378.0,Tidak,Tidak,85.0,Tidak,Ya,Ya,400.0,3,Ya,Tidak,83.0,Tidak,Netral,2.6,3,4,3,Tidak,Tidak,3,Tidak,2
25,Laki-laki,Freelancer,455.0,Tidak,Tidak,24.0,Tidak,Ya,Tidak,378.0,2,Tidak,Tidak,104.0,Ya,Netral,1.3,3,5,3,Tidak,Tidak,5,Ya,1
35,Perempuan,Irt,365.0,Tidak,Ya,63.0,Ya,Ya,Ya,470.0,4,Ya,Tidak,48.0,Tidak,Negatif,2.8,2,4,2,Tidak,Tidak,4,Ya,2
47,Perempuan,Freelancer,430.0,Ya,Tidak,56.0,Ya,Tidak,Tidak,484.0,3,Ya,Tidak,51.0,Ya,Netral,3.7,2,2,3,Tidak,Tidak,3,Tidak,2
35,Laki-laki,Wirausaha,353.0,Tidak,Ya,56.0,Ya,Tidak,Tidak,660.0,4,Ya,Tidak,32.0,Tidak,Negatif,3.7,2,2,2,Ya,Ya,2,Ya,3
33,Laki-laki,Wirausaha,558.0,Tidak,Tidak,58.0,Tidak,Tidak,Tidak,338.0,2,Tidak,Tidak,54.0,Ya,Negatif,1.6,3,5,4,Tidak,Ya,3,Tidak,1
39,Perempuan,Freelancer,330.0,Tidak,Tidak,54.0,Ya,Ya,Tidak,405.0,2,Tidak,Tidak,85.0,Ya,Campur,3.0,4,4,4,Tidak,Tidak,2,Tidak,2
27,Laki-laki,Karyawan,407.0,Tidak,Tidak,27.0,Tidak,Tidak,Tidak,478.0,3,Ya,Tidak,33.0,Ya,Negatif,2.6,3,4,3,Tidak,Tidak,2,Ya,2
50,Perempuan,Karyawan,300.0,Ya,Tidak,110.0,Ya,Tidak,Tidak,561.0,4,Ya,Ya,25.0,Tidak,Negatif,4.0,1,1,1,Ya,Tidak,3,Tidak,3
39,Perempuan,Karyawan,423.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,541.0,2,Tidak,Ya,52.0,Tidak,Positif,2.7,2,3,3,Tidak,Ya,3,Ya,2
35,Perempuan,Karyawan,380.0,Ya,Tidak,115.0,Tidak,Tidak,Tidak,638.0,5,Ya,Ya,52.0,Tidak,Negatif,3.9,2,2,3,Ya,Ya,1,Tidak,3
26,Perempuan,Karyawan,299.0,Ya,Tidak,101.0,Tidak,Ya,Tidak,568.0,3,Ya,Tidak,21.0,Ya,Campur,5.0,2,3,4,Ya,Ya,1,Tidak,3
38,Perempuan,Karyawan,533.0,Tidak,Tidak,1.0,Tidak,Tidak,Tidak,479.0,1,Tidak,Tidak,86.0,Tidak,Negatif,1.9,4,4,4,Tidak,Tidak,4,Ya,1
41,Perempuan,Guru,455.0,Tidak,Tidak,56.0,Ya,Ya,Tidak,442.0,4,Ya,Tidak,58.0,Ya,Negatif,2.7,2,4,2,Ya,Ya,3,Tidak,2
48,Laki-laki,Karyawan,321.0,Ya,Ya,56.0,Ya,Tidak,Tidak,610.0,4,Tidak,Tidak,25.0,Tidak,Netral,3.9,2,3,3,Tidak,Ya,2,Tidak,3
